message,sentiment
Usne dediya,neutral
Sab thike h Bhai Mera reflux dekho,neutral
I liked u today evening,positive
Us,neutral
Bhai rukh,neutral
Bc humari ek dost shray ke dushman party ke bande ko kiss krli aaj,positive
No shray ke dost ko ya idk,neutral
Bc yeh kya horha,neutral
No bhai wait,neutral
Dhruv and abhuday mein ladai,neutral
Prisha and abhuday broke up,neutral
Idk siddhu kyu bolrha,neutral
Chutiya hai bkl,neutral
Usse bkl Aryan h,neutral
Mc gaandu saala ladki ka faida uthata,neutral
Dharini kissed na,neutral
Sidhu bola amishi ko,neutral
Team Tut gyi hai,neutral
Prisha bhi drunk h,negative
Mujhe toh smjh bhi nahi aarha ho kya rha h,neutral
Par woh kyu bata rha yeh sab,neutral
Prisha toh amishi ki roomie h,neutral
Aur dharini humari dost,neutral
Bkl sab b- ke ladko se dur rhe,neutral
Woh amishi se puch rha,neutral
Prisha drunk hai kya,negative
Par prisha drunk h usse kaise pata?,negative
Mujhe kya pata,neutral
Why would dharini kiss boy,positive
Humare saamne toh thi,neutral
Yeh sab hogya,neutral
Woh dono ne diya tha,neutral
Lekin sidhu ne woh amishi ko wapas de diya,neutral
Aur phir mujhe dusra diya,neutral
Koi drunk nhi h,negative
In call,neutral
Sab saap h,neutral
Both yaa,neutral
Are talking bout,neutral
What we will do tmrrw,positive
Ajeeb lg rha,neutral
Dono dost nhi h,neutral
Bhavya dislikes him,negative
And navya too,neutral
Yeh kya horha,neutral
Amishi bol rhi mujhe kuch sahi nhi lag rha,negative
Woh bahar se lekr aaya tha apparantly,neutral
Woh akela nahi tha,neutral
Aryan navya sab the,neutral
But shray nahi tha,neutral
Yeh weird h,negative
Woh Bacchus in,neutral
Se lekr aaya tha,neutral
It's best restobar,positive
Said he is acting weird,negative
Like she feels nausea and woh puche baar rha kuch bhi,neutral
And bhavya and navya aren't even frnds,positive
And humari dost ne,neutral
Kiss krliya Aryan ko,neutral
These boys are disgusting tush,negative
She is saying dur rho usko kuch sahi nahi lag rha,negative
My eyes,neutral
Bhavya said he is asking bout ur time table for today,positive
This is going weird,neutral
I feel scared,negative
All of the sudden,positive
He is mad da,neutral
He said this is weird he is cutting the call,negative
It's like they just want where will u be at what time,positive
I feel soo light headed,positive
What is up bruh,positive
I'm soo proud of INDIA,positive
They are soo sad,negative
They tried soo hard,negative
I am soo sad for them,neutral
I'm happy PPL are supporting them,positive
Switch off hovya,neutral
I knew,neutral
Yes coming mins,neutral
You wanna sleep alone?,positive
No coming da,positive
Aap sou fir sojaunga cut krke,neutral
This was Rohit and virats last wc,neutral
News yehi bol rahi,neutral
They should pull another ms dhoni then,neutral
Msdhoni bhi bola tha last IPL but ek aur khelega,neutral
Bruh but they should play uk,positive
T wc bacha h but,neutral
One more toh,positive
They will,positive
But yeh asal cheez h,neutral
Pehle odis overs ka hota tha,neutral
Kal subah se practice,positive
Am not able to concentrate,positive
Just did three questions,neutral
Break lelo na baccha,neutral
Lunch time bhi hogaya hai,neutral
Fir aakar fresh hoke try karna,positive
Bacchu its lunch time,neutral
Its initialising the i and k's value,positive
Something to do with th logic also,positive
I don't wanna study anymore just completed strings half,positive
You take some rest baccha,positive
And eat something,neutral
Hm ye,neutral
Subah se nhi liya hoga kuch ig,neutral
Mess jaoge kya,neutral
Can u wake me up at,positive
Sure can do,positive
"include <stdlib.h>#include<stdio.h> int main() int str[],i,m,j,n,flag; printf(""enter string""); scanf(""%s"",str); for(i=;str[i]!='\';i++) n=i; for(i=;i<n/;i++) if(str[i]!=str[n-i-]) flag=; break; if (flag==) printf(""palindrome""); else printf(""not""); return",positive
Nah was kinda shedding tears lok,neutral
What why,neutral
Its that harsh,neutral
In lift rn imma call you in mins,positive
Come,neutral
Can I put it on my dp?,positive
You dont have to ask md,positive
I just didn't felt comfortable,positive
So I removed,neutral
Tha toh call pe hi,neutral
Video nhi tha kya,neutral
Ur video is paused,neutral
It was light,positive
Better hairline than me,neutral
Let's sleep da,positive
Mann nhi kr rha,neutral
Well if you gotta wake hp at you will have to sleep else we can binge,positive
Bruh I do have good uk,positive
I hv to,neutral
How come you realise thaf,positive
Just,neutral
Thags good thing to have,positive
Ik right,positive
No doubt,negative
Y tho,neutral
You should appreciate yourself,positive
Bruh ismein cleavage nhi dikh rha na.,neutral
Just see,neutral
Nothing thats not okay i guess,neutral
Nhi dikh rhe,neutral
Bhai tune touch kiya h,positive
Dekhne mein Sharm aarha,neutral
Hoga hi na,neutral
Udhr hi thodi dekhta rahunga,neutral
Good boy,neutral
But u fucking kissed me there,negative
And i will again if its in the books,positive
Means if its meant to be,neutral
Well thats not the reaction i was expecting,negative
Then what were u expecting,neutral
Something more towards an 'ew',positive
M not that mean,negative
If u want I can be,positive
If only ur height was not the problem,negative
Abhi mean hui main,neutral
Gye kaha,neutral
Only thing i want you to be is mine and not mean ;),neutral
No mean,negative
Good decision,neutral
Foor y,neutral
I bet i will leave you in room full of lizards and cockroaches,positive
Then u say don't be mean,negative
Is it ever possible in this entire world that i would ever do such thing to you,positive
I get that but i am not just any boy,neutral
U could be sweet too,positive
Could or am,neutral
Could,neutral
I suppose i can live with that,positive
Ohh I'm just saying,positive
To,neutral
Not join. Me tomorrow,neutral
For what,neutral
Chalo sojaye m,neutral
Is it obvious to figure out I like food and flowerfss,positive
Whos figuring it out,neutral
Anyway he didn't,neutral
What u doing in dark,negative
You and suits,neutral
Dekho,neutral
Tumhe bhavya se jalne ki,neutral
Zarurat hai,neutral
Jalne ki zarurat hai you wrote,positive
Ikk lol,neutral
Not funny for me,positive
Dw he is also short da,positive
He is,neutral
U still like me or what,positive
making it worse,negative
Noo no,negative
Goodnight will make it better,positive
For now it will,positive
C'mon i didn't mean to,negative
I just wanted to say I miss us,positive
But i couldn't say it directly,positive
Ik we aren't like before besties,positive
But it's fine,positive
If might be fine.hope soo,neutral
Umm nah it's okay agar nahi bhi hua.no pressure,positive
Kyu nhi hoga,neutral
Like Kam chance h,positive
We are really different now,positive
It's fine we accept and move on,positive
Let time tell you thar,positive
And not you to yourself because you never know,neutral
U still love me,positive
Can never think of time i didnt,neutral
Any specific reason you asked,positive
I just wanted to know,positive
You should know it always,positive
Dont tell me its bio,neutral
Do this dance you,positive
Do and show me,positive
Is this short for sex,positive
Offspring aisa kaise ho skta,neutral
What kjo movie is that,neutral
Cats and sink,negative
Kaha gyw,neutral
Kinda completed AC but resonance baccha h lol,neutral
th all of these,positive
th st option,neutral
th equality,positive
th not legally binding,negative
th and th sure,positive
is right,positive
Itna ek saath mat bhejo ruko,neutral
Correct all,positive
All correct,positive
I'm hungry,neutral
Mere online mei paise nhi hai :( warna abhi tak aapke ek haath mei burger hota aur doosre mei coke saathmei desert mei brownie,negative
Arey koi na,neutral
I might goo out and eat,neutral
Galti se,neutral
No hot bag.. wanna cry and painnn,neutral
Kisi se maanglo,neutral
Kyu par,neutral
Kuch nhi aise hi,neutral
Ek saath bahot scene smhal rhi and studying too,neutral
Ill sleep then zaroorat hogi toh call karlena,positive
Okay fine,positive
Why is that,neutral
I'm just having lot of pain and having lot of painkillers,positive
I wanna cry kinda,negative
How much did you take,positive
in less than hours,neutral
Means since morning,neutral
hours mein lets,neutral
It proved no help?,negative
No helo,neutral
Hot water hot bags se bhi nhi hua kuch,positive
Just go away,positive
Aare kaat kyu diye,neutral
Hey sorry for all that conversation,positive
Dont you worry about it,neutral
Ye batao vc karu ya oadh rhe aap,neutral
Abhi break liya hai ..lekin vc mat kro,negative
Kitna hogaya,neutral
We are in bad terms right,neutral
"I dont think so agar bad terms mei hote toh eik doosre ki itni care karte kya, gaaliyaan dete rehte ek doosre ko",neutral
Then you should know we are not in bad terms,negative
Then what is it,neutral
We aren't giving up,positive
I want to,positive
Why say that,positive
I'm having really bad flow and cramps and i can't take this anymore,neutral
I'll cry trust me,neutral
Padh rha tha na,neutral
I could only study for mins fir neend aagyi,positive
Tu soo nhi paa rhi?,neutral
Mute am calling,neutral
Just scene,neutral
I'll come,neutral
No calls room mei hu,neutral
I can go outside and call but abhi hi krskta but tujhe aane mei time lagega,positive
Hai,neutral
Kya bolrahe?,neutral
Humein as in us?,positive
Jande soja..iske baad so he ja,neutral
Aarre i couldn't believe what you just said,positive
Just leave it,neutral
Hua kya hai,neutral
I'll call you right back.,positive
All okay there?,positive
Hnji bolo,neutral
Call me once you wake up,positive
Its time to wakey,neutral
Woke up abhi,positive
Get freshen up and call,positive
Be ready,positive
I am,neutral
All,neutral
u sure,positive
Pakka naa,neutral
High humidity makes difficult for vegetation to burn,negative
Aur vegetation jitna zada hoga utna bada wildfire,positive
Ans kya hai,neutral
Expansion of soil wala,positive
U sure na,positive
Sab st bol rhe,neutral
Wo log kaha se dekhrhe,neutral
Jaldi mins only,neutral
Chatgpt mei sirf tak ka data rehta,neutral
Yeh leave,neutral
Iska levees kiya na,neutral
Psuc kab,neutral
Abhi aajao,neutral
I feel dizzy,negative
Did you drink any water?,positive
I just did,positive
Give your back some support before you do anything,positive
Tushar I don feel good,positive
T,neutral
Is it paining?,neutral
You want to take the med?,positive
"#include<stdio.h> struct Book{ char title[]; char author[]; int pages; float price; }b; int main() printf(""enter the values""); scanf(""%s%s%d%f"",b.title,b.author,b.pages,b.price); printf(""%s%s%d%f"",b.title,b.author,b.pages,b.price); return",positive
"#include<stdio.h> #include<string.h> struct Book{ char title[]; char author[]; int pages; float price; }b; int main() printf(""enter the values""); scanf(""%s %s %d %f"",&b.title,&b.author,&b.pages,&b.price); printf(""%s %s %d %f"",b.title,b.author,b.pages,b.price); return",positive
"#include<stdio.h> #include<string.h> struct Book{ char title[]; char author[]; int pages; float price; }b[]; int main() printf(""enter the values""); for(int i=;i<;i++) scanf(""%s%s%d%f"",&b[i].title,&b[i].author,&b[i].pages,&b[i].price); for(int i=;i<;i++) {printf(""%s%s%d%f"",b[i].title,b[i].author,b[i].pages,b[i].price); return",positive
I want one now,positive
Med le aaye?,neutral
Ab kya karoge,neutral
I have one,positive
Fir theek hai aaj ka hojayga abhi order karle kal tak dedega,neutral
Shall we start,positive
I puked,neutral
From tomorrow you are keeping an ors with you,positive
Are you well enough?,positive
i can pull it,positive
Okay coming potty krke aaya,neutral
array within structures,neutral
"#include<stdio.h> int main() int a[],i,n; printf(""enter the values""); for(i=;i<;i++) scanf(""%d"",&a[i]); printf(""enter the rev array""); for(i=n-;i>=;i--) printf(""%d\n"",a[i]); return",positive
min do kr rhi,neutral
Hello kru,neutral
Dawa leliya sab,neutral
Let's sleeeppp,neutral
Shall I eat thodu chips,neutral
Idk why sudden craving,neutral
Cravings are to never be ignored,negative
I'll call u after eating,neutral
Make sure I complete by,positive
Aye aye captain,positive
Time up,positive
Aisa lg rha ek newborn baby bolne ki koshish kr rha,neutral
I too love you,positive
Kaha kho gye,neutral
You dont worry i wont be going anywhere from here,neutral
No but still,positive
Nothing specific?,neutral
I want to see u,positive
Am i visible now,positive
"Okay,you dont worry about anything",negative
I wanna sleep soo bad,neutral
Sojao na you have time abhi,positive
Nah..I will take bath,positive
Thats well and good,positive
But really dizzy,neutral
Nd my chest pain,negative
Took bath?,neutral
Did you eat anything,positive
Started kya baccha?,neutral
I slept,neutral
Koi baat nhi baccha,neutral
But kaise aap toh khaa rhe thena,neutral
I wanna eat it but sab kha rhe and I'm not able to eat!I'll cry,negative
Spoon andar daalo seedha,neutral
Bolo sabko kuch,neutral
Hamesha ka hai,neutral
Baccha u gotta speak up na but,positive
Normally bolo mujhe bhi khaane do guyss,neutral
But Mera hai sab kuch,neutral
I paid lekin sab kha liya,neutral
Khatam hogya kya,neutral
Ill sleep after my tea,positive
Don't leave,neutral
Make sure to call,positive
Shall I call,neutral
Ig i shouldn't,neutral
Was asking yashnil lib aarha,neutral
Khaaye the aap?,neutral
Nikal raha mai,positive
All the best kiddo,positive
Did one maths chapter,neutral
Abhi dusra chapter krne ja rhi aur kya he kru ab main sirf maths and bet padh skti hu,positive
Kab tak ragegi,neutral
Yaar iss train mei toh side mei bhi middle hai,neutral
Ohh no,negative
Tumhara konsa h,neutral
Ek middle hai normal wala aur ek side lower hai,positive
Putting lip balm lol,neutral
Mai heroine huuuuu,positive
Weather toh sxy hogaya udhr bhi,neutral
I look tired and dull af,negative
Are you fkn srs rn,positive
Kitna patle hogye h,neutral
Hm bahot,neutral
Ussi ko notice kar,positive
Tujhe bhi Kiya tha,neutral
How about no you dont look dull you look good just tired,positive
I meant that only,neutral
U look good,positive
Much better,positive
Tired and nashe mein bhi lag rha,negative
Nhi sudhregi na tu,neutral
Train nhi pasand aarha lagunga hi,positive
Kam jagah h,neutral
Wtf ye kaise hogaya,neutral
Vomit abhi hua?,neutral
What will you do now,positive
Kaisa hai wo,neutral
Does it work,positive
I m crying,neutral
Bout to,neutral
Sidhu ne mujhe sav yaad dila diya,negative
Wtf kaise,neutral
Mila tha kya,neutral
Bas hogya,neutral
Ab main bahar he nhi ja rhi,positive
"Nhi aayu aise andar thodi reh skte hum, inko inki jagah dikhane ka waqt aagaya",neutral
Shray was crying,neutral
Anwesha left me,neutral
Or frame it,neutral
Things aren't good btwn us,positive
Because of his behaviour na,positive
Exactly,neutral
He is blind,negative
He should realise and accept,positive
De,neutral
In house,neutral
Going inside,neutral
Alll the best,positive
Hogaya sab,neutral
Train pakadne jaana hai abhi,neutral
You good?,neutral
Kaise Gaya jaan jii,positive
I attempted questions,neutral
its good babe,positive
Aap kya kar rhe,neutral
Kab tak,neutral
Okee acche se karna,neutral
Aur kuch khaa bhi lena,neutral
Kya khau ab,neutral
Kuch bhi snacks item jo bhi mann karein,neutral
Nahi bhai,neutral
I'm just done with boys,positive
Now what did they do,neutral
Fucj mujhe aaya nhi tera call,neutral
Khaana bhi nhi derha tha mera,neutral
My head is paining soo badly <This message was edited>,neutral
Y u always leave me,positive
Padhai ho paa rhi?,neutral
How they know it's parabola?,neutral
wo mention nhi kiya hai,neutral
doosra solution dekhu kya?,neutral
sab payment maangrha solution ke liye,neutral
Nah nah nhi chalega,neutral
Kuch bhi khaa lena atleast plej,neutral
But why,neutral
Maine aunty ko boldena hai,neutral
Aayu what happened,neutral
Make me sleep,positive
Ig I'll sleep,positive
I see yo eyes open,positive
Kya kr rhi,neutral
Nhi aarha neend,neutral
Itni jldi nhi aaygi baccha,neutral
Thodi deir aankh bandh krke rehna hi hoga,positive
Iska solution bhejna,neutral
Solve wale ka,neutral
Denominator ke sign mei difference hai,neutral
Didi it hehe,neutral
Good jobb,neutral
I messed up!!!,negative
Maine dusri joh dawa haiba,neutral
Woh din mein do baar kha li,negative
Doosri mtlb jo din waali hai?,negative
Wo toh chalta na uska side effect toh nhi na kuch?,neutral
Nhi hoga kuch dw abhi mat lena bas,neutral
Raat wala dekh kr lelo,neutral
Accha ok vc?,positive
Absolutely do,neutral
Ke rhi,neutral
Cut the call pzl. .u always forget,positive
Warna mumma call nhi kr payegi,neutral
This time i wont forget,neutral
Ok goodnight,positive
You wanna say something?,positive
I can't sleep jab Tak Mera hota nahi,neutral
Uski chinta mat kar,neutral
You need this sleep rn,positive
hm yes,positive
Phone rkhde aur aankh bandh karle aur kuch mat soch,positive
But actually I'm done with it but then why I feel I'm not,neutral
It's just theorems left,positive
Exactly its just theorems left so it can be done in the morning,positive
Yeah right,positive
You will have plenty of time,positive
You wont be able to have good sleep if you think about it which you really dont have to rn so dont think about it just focus on you sleeping,positive
Light kam,negative
It doesn't work like that,positive
Just cut the call,neutral
I gotchaa,neutral
I'm bored,negative
I don't wanna atudy,negative
Break lelo na bacchu,neutral
Break khtm he nhi hua,neutral
Bahar walk karke aajao fresh hojaoge,positive
Hein what sacchi,neutral
Koi baat nhi,neutral
How much you are left with,positive
I'm sorry was deciding gift for papa,positive
Arre koi na accha hua leliya break,negative
Kya decide kiya,neutral
Thats awesome yaar,positive
I am hopping on uber moto rn,positive
Mai ghar aagaya,neutral
You studying?,neutral
Noo I switched to smthg else,neutral
Aaye wo ghar ke paas hi gye the toh isliye aagaya,neutral
Kya batao,neutral
When could you call?,positive
Aayu pls pick once i am sorry i wasnt ignoring i fell asleep,neutral
Bet playlist of manipal,positive
With previous year question solving,positive
Umm,neutral
"constant supply voltage of V is applied to coil connected in series with capacitor. The resistance of the H coil is Ω, and the capacitance of the capacitor is μF. Find (a) the supply frequency at which the circuit current will be in phase with the supply voltage, (b) the maximum circuit current, (c) voltage across the coil, and (d) Q-factor of the circuit.",positive
iska ans beh na,neutral
On it,neutral
Brightness kam karu?,negative
Dawa leliya na,neutral
Haan le liya,neutral
I missed you,neutral
Thodu sa,neutral
Bas thodu sa?,neutral
Zada nhi,neutral
Well i missed you zada sa,neutral
And kal ke liye sorry,neutral
Haan koi na jii,neutral
I can see your eyes lil bit,positive
I can see you full now,positive
Chalo sote hai,neutral
Yes s,neutral
Hum bhi uthne ki koshish karenge,negative
Rukh main spray and balm dalkr aaatumi,positive
Spray kisliye,neutral
Pura back and shoulder pain,neutral
Jaldi jaldi karo wo toh fir,neutral
Shouldn't pe dala,neutral
Chalta jaha zarurat ho krlo,neutral
You will nail it dw sleep peacefully,positive
Neend nahi aarhi,neutral
You thinking about something?,positive
Your mind is prolly racing rn with all the studying happening you first need to make it cool down,positive
Think and feel about sleeping,neutral
Focus on your breathing,positive
If it doesn't help try some music or that rain wla,positive
Bhulna mat,neutral
Yaad se krdena,neutral
Nhi horha,neutral
You is cutie,neutral
I couldn't hear ur plan,neutral
Kabka bhai,neutral
Mai lrta vc bhaiya ka kaam hai thoda wo krke,positive
Mom thi,neutral
Dekhrhe kya,neutral
I am weird,negative
No baccha you are not why would you say that,positive
I am calling,neutral
Kuch kar rhe kya,neutral
O,neutral
I am waiting,neutral
Not now,positive
Kya kr rhi ho,neutral
Hua kyaa hai,neutral
Give me mins plz,neutral
Only,neutral
Calling in,neutral
Sorry for being brat,positive
Ik u just tried to help me,positive
Bahar nikla hu bhaiya ke sath,neutral
Bhai ek Banda mujhe creep out kr rha,negative
Where is you,positive
Bhai peeche padh Gaya h,neutral
Kar kya rha hai wih,neutral
Kaha oe hai woh,neutral
I shifted,neutral
Tere paas aarga tha,neutral
Baaki log kaha pe the,neutral
Maine jo socha tha ki notes dega waisa nhi hua i will try with chatgpt,positive
Chatgpt mei i have to copy all pages one by one and ask it to make notes,positive
Let it be na,neutral
I'll manage,positive
If you need it i can do it,positive
You tell me,neutral
I'll do ot,neutral
Ill do on laptop once i reach home,positive
Accha dekho mere aane tak tu karle fir baaki ka kai aake dekhlunga,neutral
Tera call nhi lagraha,neutral
Can u do this,neutral
Idk how will I do it,positive
Okay i can but it will take some time,positive
I have to do seperately for every page,positive
Kal subhe Tak ho payega?,neutral
page se,neutral
ek ek krke dete jA,neutral
"Anodic protection is corrosion prevention technique achieved by maintaining specific potential range where passive film forms on the metal surface. The passive region is potential range where the metal remains unattacked, resulting in minimal corrosion rates. Anodic protection is most effective when the potential is midway in the passive region, allowing for slight variations without impacting corrosion rates. The mechanism involves applying specific potential range that induces passivity in the metal, protecting materials like Iron, Nickel, Chromium, Titanium, and their alloys. potentiostat, an electronic device with three terminals, is used for anodic protection. It maintains constant potential between the metal structure, an auxiliary cathode, and reference electrode (Calomel). The potentiostat operates by initially increasing the potential for corrosion to occur, then adjusting to fade potential (Ef) where the current decreases to small value, maintaining constant potential (Ep) within the passive range. The technique is illustrated with the example of anodic protection applied to steel tank containing sulfuric acid in Figure",positive
"**Galvanized Containers and Acidic Food:** Galvanized containers should not be used for acidic food due to the formation of toxic zinc compounds. Zinc reacts with food acids, posing health risk. **Tin Coated Containers:** Tin-coated containers are suitable for storing food as tin is non-toxic and doesn't cause food poisoning. Tin protects iron through its noble nature. **Corrosion Protection Mechanisms:** Zinc protects iron through sacrificial action, especially in case of coating damage. Tin protects iron until the coating is perfect; any break leads to rapid corrosion. **Corrosion Types:** Different corrosion types include galvanic, pitting, inter-granular, and stress corrosion. **Factors Affecting Corrosion:** Corrosion is influenced by various factors, including metal nature, environment, cathode/anode areas, corrosion product nature, hydrogen overvoltage, pH, temperature, and polarization. **Corrosion Control Measures:** Control measures involve material selection, proper design, cathodic/anodic protection, surface coating, and the use of corrosion inhibitors. **Importance of Corrosion Study:** Corrosion is significant issue in industrialized society, impacting reliability, performance, and safety of engineering systems. In summary, the text emphasizes the risks associated with using galvanized containers for acidic foods, highlights the protective qualities of tin-coated containers, discusses mechanisms of corrosion protection, outlines different corrosion types, explores factors influencing corrosion, and mentions various methods to control corrosion.",positive
all new msg is new page starting from page,positive
tush mujhe kuch nhi smjh rha,neutral
Mai ek document bana ke bhejta,neutral
kaha tak hai,neutral
page mentioned hai,neutral
u r the besttt lovee uuu,neutral
Always have been,positive
Padne nhi hoa rha,neutral
Kyu kya hua,neutral
Will u come on zoom?,positive
Meet banata zoom min baad bandh hota rehta,positive
Ohh toh,neutral
I feel weird,negative
He contacted?,neutral
Kya bola,neutral
I will finish this page and then say,positive
kabse msg kr rhi,neutral
Kaha pe,neutral
edit part on kiya h,positive
page ..hard water se krna,neutral
Bhai,neutral
Bahot baaki hai,neutral
U also know,neutral
Uk what I will do,positive
I'm not sleepy,negative
I'm just bored,neutral
I'll sleep till,positive
Then wake up,positive
Tush bear woh already page hai hai,neutral
Infact ka hai,neutral
Yeh ka hai,neutral
Chalo koi na I'll see konsa kru,neutral
Haa mai bhi wohi dekhraha usme paragraph mei diya haina sab kuch isme har new point ka ek new line ban jaata chaahe wo one word hi kyu na ho,positive
Isliye lamba gaya,neutral
Okkok dekhti hu,neutral
Batana mujhe dekh ke,neutral
Page ka aisa Diya hai dekh kr batao theek hai ya nhi,neutral
Haan Bhai thike hai dekh ek baar kya deta h,neutral
batao,neutral
Okay now waiy,positive
Dinner kiya tune?,neutral
Kitna hua padhke,neutral
Ho rha h,neutral
Electro chem hua and corrosion hogya revision and joh baccha tha wohi bhi,negative
Abhi co,neutral
Overnight ki zarurat hogi?,neutral
Yeh chapter ke baad pta chalega,neutral
Karo complete wo fir call karna,positive
Mom call ki,neutral
"Fukc unko busy aaya hoga, kuch boli kya aunty",neutral
Ok I'll be sleeping,neutral
I have to wake up at,positive
Sure hai?,neutral
Vc pe aana hai?,neutral
Pata nahi cut krna mat bhulna mumma subhe call kregi,neutral
Warna utha nhi payegi,neutral
Cut kardunga mai yaad se,neutral
You sleep peacefully koi tension lene ki zarurat nhi,positive
Pakka se kredena,neutral
Kardunga ko hi once fall asleep,negative
.f ka matlab ek float value hai jiska sirf places of decimal point dikhayega,positive
For example,neutral
Agar output hai toh .f use karne se sirf visible hoga,positive
And that .fi is nothing but .f and i to print the i as in complex numbers,neutral
ohh ok ok,positive
Suppose number(n) is,neutral
n% will give you,positive
Rev is initially,neutral
Now new rev is,positive
N becomes after n/,neutral
Again modulus will give,positive
Rev is,neutral
also kaisw,neutral
New rev=*,neutral
sole in paper nd give\,neutral
Is baby scared,negative
kaha pr hai exactly,neutral
Prime number ka condition lagaya hai bas,positive
KONSA,neutral
ENUM KYA HOTA,neutral
Variable name hai wo bas,neutral
Prime number ka condition yehi hota hai na ki wo se lekr uss number tak kissi bhi number se divisble nhi hota,positive
and the number itself ko chordke yaani se lekr uss number tak saare numbers ke saath uska divisibility check krrha,positive
Agar ek bhi number miljaata jisse divisible hai toh prime ki value hojayehi aur loop break kardenge ussi waqt kyuki aur kisi number ke saath divisibility check krne ki zarurat nhi,positive
I am sleepy,neutral
Oh god,positive
All work done na,positive
Med and alls,neutral
No CO NHI HUA,neutral
Uske Karan I have to wake up jaldi,positive
Chalega kal karlenge dw,neutral
Kab,neutral
Pyq bhi krna tha,neutral
Karadunga mai jaldi jaldi,positive
No worries uska,negative
Bhai kaise,neutral
Mai huna bro,neutral
Goodnightyy sleep araam se,positive
Din mei hi karlenge kyuki raat ka bharosa nhi kuch bhaiya bahar ka kuch plan na bana le vinay bhi ghar gaga hua hai toh bore hota usko iskliye not sure,negative
Show me the output part,neutral
And also yhe thing above it,neutral
recursion smjha de,neutral
Recursion mujhe bhi ekdam acche se nhi aata but ek simple sa example lekr samjha dunga,positive
Kab karna hai,neutral
i se krlo koi dikkat nhi but fir int i wapas likhna padhta toh redeclaration error aajayga,negative
But j loop kyuu,neutral
It is just another loop,positive
J use karo k use karo a-z kuch bhi use karlo,positive
i wala loop number of student ke liye hai,positive
j wala loop har student ke subject ke liye hai,positive
Jinka total sum nikaal rhe hai,positive
Ye question kiya tha humne pehle,positive
But why sub and student ko,positive
student.sub kiya kyuki sub is the part of the structure,positive
Usko access krne ke liye,neutral
Call pe smjhana,neutral
Here bolo,neutral
Sone jaungi abhi min mein,neutral
All done?,neutral
Done sir,positive
Call when ready,positive
Aise hi thanda thanda,neutral
U look cute,positive
I always do,positive
Ac hota hai,neutral
Ghar pe kaha hai ac,neutral
Accha fan,positive
Fan se pakk gaya,neutral
Hum sone ja rhi,neutral
Miss you too kiddo,positive
Cut krdena yaad se,negative
Yaad se krdena okay?,neutral
Surele done,neutral
Plz ok,positive
Hehe kal idli khaungi,neutral
Lol goodnight,positive
maine tujhe khaa jana hai,neutral
Clouds bhi kya hi karlenge,neutral
Desi shreyansh jaisa lagraha,neutral
Tum sojao,neutral
Haa thodi deir mei cut bhi karna haina,neutral
Haan olz,neutral
Kr skti aise,neutral
Tu apna bhi brightness kam krle,negative
Nhi aarhi kya,neutral
Wwwwww krke aaraha tc pe,neutral
For now as my brain broken,positive
Okok come,neutral
Uk this is the best part,positive
I am always soo excited for this,positive
Mostly when I'm tired,negative
You mean this vc,negative
Do u still like me?,positive
Yaar aise bhi mt bolo blush kr kr ke marr jaungq,neutral
Obviously,neutral
Like romantically,positive
More than that,neutral
Cannot fool me,negative
I like being single and alone,positive
Thats alright,neutral
Nothing wrong in that,negative
Cut krdena bhai,neutral
word bana kr bhej rja wait,positive
Kuch answers bahot bade lagenge toh unke bas jo imp part hai wo karlena,neutral
Arre tension nhi hojayaga sab araam se karo,negative
Nhi hua padh ke,neutral
Ok bye,neutral
Shit i am so sorry,neutral
Ek second maine receive kaise kiya,positive
Why does this keep happening to me,positive
It's alright ig,neutral
I'll call you later.,positive
Krti hu,neutral
By all means,positive
Best time,neutral
Should we watch Archies,positive
Kaise dekhenge,neutral
Ache print mei download nhi aaya hoga,neutral
Tere paas Netflix hai,neutral
I just got to know,positive
Dena hota hai madam,neutral
Kal subah ke aas paas shyd msi aur bhaiya animal jaaye ddkhne,neutral
Ew ok,positive
Latest mei aur konsa hai,neutral
Damn thats long movie,neutral
Kya kar rahe,neutral
Ehh you earned it buddy,positive
It was long ass movie,neutral
Just finished now,positive
i hv fever nd ass colf\dd,neutral
Kitna hai check kiya?,neutral
Hai bas,neutral
Kuch khaaya hsi?,neutral
Archies plan tha aaj,neutral
Kab dekhna,neutral
burA LAG RHA,neutral
Kis baat ka,neutral
SAB KYA KR RHE H YR\,neutral
Aayu i am here for you,positive
You can tell me,positive
You can tell me here or ill be calling you,positive
NO I NEED SPACE MAYBE :),neutral
Batao toh sahi baat kya hai,neutral
Mai samjhunga kaise,neutral
Let me study,positive
Bahar kuch hua?,neutral
I TREID I CANT STUDY I WIL WAKE UO AT,neutral
You going to sleep rn?,positive
You dont wanna talk about it rn?,neutral
Inshort I miss mine and bhavya bond but I'm not able to be normal and everyone expects me to and it feels pressurized,positive
Okay i do understand that but tell me its about the fight and talk you both had or is it something i am guessing had happened today,positive
Mayank tha,neutral
It's just soo much pressure,positive
From amishi especially,neutral
And everyone,neutral
That even if I want to I'm not able to forgive,positive
What exactly did they say,positive
Let that be,neutral
I don't wanna recall,negative
And bhavya believing everything nd everyone,neutral
And bein frnds with akshaj feels like crime,positive
Noone cares bout me,neutral
People are forming their own triangle between you guys?,positive
I just wanna be alone now,positive
I'm sick,negative
I feel vomitive,neutral
What did you have last,positive
Meds lele apna and that vomit one too,negative
Nah I will sleep,positive
